id,created_at,text
743110107139956738,2016-06-15 15:57:10,Nationstar gets $50 billion subservicing contract from Seneca https://t.co/nt01FKqLF8 #hw
743038642482905089,2016-06-15 11:13:12,MBA: Mortgage applications fall despite record low interest rates https://t.co/zRCzCw3mlM #hw
742846864261709824,2016-06-14 22:31:08,"Fannie Mae unexpectedly, indefinitely delays use of trended credit score data https://t.co/jut0oEES17 #hw"
742837311138762752,2016-06-14 21:53:10,CoesterVMS seeks patent for automated customary and reasonable appraisal fee calculator https://t.co/WiuTw5aJru #hw
742837190095458304,2016-06-14 21:52:42,HW Q&amp;A: Top answers how CFPB enforces TRID. Interactive Q&amp;A session w/TRID attorneys. 6/22. https://t.co/rrfthmXprc https://t.co/zuhqLhlQhi
742824760187322368,2016-06-14 21:03:18,Hey West Coast! Your homes are worth more than you think https://t.co/Ip7CJDxTVS #hw
742809225408204800,2016-06-14 20:01:34,Announcing the HW Insiders Award™ program recognizing operational all-stars! Nominate now! https://t.co/JmENTwGjCy https://t.co/fyS7oTSzjJ
742806368604717056,2016-06-14 19:50:13,Meet the Las Vegas Black Knights? https://t.co/O3FIl9GfSX #hw
742801364078579712,2016-06-14 19:30:20,Trulia: Millennial homebuyers don’t care about rising interest rates https://t.co/hcZV8cTZyM #hw
742774171713732608,2016-06-14 17:42:17,Fannie Mae: Almost no lenders have plans to ease credit standards https://t.co/yJJhKS7eTm #hw
742774157205725184,2016-06-14 17:42:13,Appraisal volume recovers from last week's tumble https://t.co/kxo7BEpE60 #hw
742764577507528705,2016-06-14 17:04:09,FINRA names new CEO https://t.co/eln95sLjjE #hw
742746696111661056,2016-06-14 15:53:06,Are bank stress tests bad for lending? https://t.co/qindlfNIPS #hw
742733746412105728,2016-06-14 15:01:39,Announcing the HW Insiders Award™ program recognizing operational all-stars! Nominate now! https://t.co/JmENTwGjCy https://t.co/6keuf61v0m
742729345291018240,2016-06-14 14:44:09,April foreclosure inventory down about 25% from last year https://t.co/WoM3VjqKyr #hw
742719905082966017,2016-06-14 14:06:39,Buy and sell homes online with Ten-X https://t.co/LffVdNDMFL #hw
742558248453050368,2016-06-14 03:24:17,Here are 3 reasons to refinance your mortgage https://t.co/7YoRErD9Pl #hw
742493279401316353,2016-06-13 23:06:07,First-Citizens Bank &amp; Trust fined by HUD for discriminatory lending https://t.co/k0UScao9D2 #hw
742487246436073472,2016-06-13 22:42:08,Congress to consider changes to controversial CFPB complaint database https://t.co/eiOo3WFIcs #hw
742478620824731648,2016-06-13 22:07:52,HW Q&amp;A: Get answers on how the CFPB enforces TRID from experts at @BuckleySandler - June 22 https://t.co/7ZFE0bweTr https://t.co/9WnB7IZAoQ
742468886088450048,2016-06-13 21:29:11,What Millennials really want out of the home buying experience https://t.co/1lSWXxcK0Q #hw
742461917856423936,2016-06-13 21:01:30,Announcing the HW Insiders Award™ program recognizing operational all-stars! Nominate now! https://t.co/JmENTwGjCy https://t.co/TgIBopFF79
742424090749722625,2016-06-13 18:31:11,Answers you need on how the CFPB enforces TRID https://t.co/LsgcwJF87M #hw
742420821025509376,2016-06-13 18:18:11,Bellwether Enterprise brings on new executive vice president https://t.co/niK4iPYOCx #hw
742417537971814400,2016-06-13 18:05:09,Quicken Loans founder Dan Gilbert reportedly bids $5 billion for Yahoo https://t.co/hlqfh3PRHf #hw
742416381098987520,2016-06-13 18:00:33,HW announces the HW Insiders Award™ program recognizing operational all-stars! Nominate now! https://t.co/JmENTwGjCy https://t.co/u2e9STgKrc
742407302506893314,2016-06-13 17:24:28,CoreLogic expands services through ID Analytics https://t.co/ZiyBw1tgVY #hw
742405740023844865,2016-06-13 17:18:16,How Better Mortgage will successfully break into online mortgages https://t.co/ZfPNBfKqkv #hw
742390620627468288,2016-06-13 16:18:11,"These popular Manhattan micro-apartments rent for less than $2,000 a month https://t.co/vG2YPkDX4x #hw"
742387589437526017,2016-06-13 16:06:08,NAR: Student debt delays homeownership https://t.co/izNQpJnHzu #hw
742249681942548480,2016-06-13 06:58:09,Monday Morning Cup of Coffee: The 10 commandments of flipping a house https://t.co/ToszDtkQk3 #hw
741390768426737665,2016-06-10 22:05:08,Bad credit holding back first-time homebuyers? https://t.co/351tQMRYOB #hw
741384435711369217,2016-06-10 21:39:58,Fannie Mae adds three executives to board of directors https://t.co/6WGEldO2Fi #hw
741373380520116225,2016-06-10 20:56:02,[Factsheet] An infographic of the 10 hottest housing markets that’s actually helpful https://t.co/UmlTGiYjsm #hw
741328910692933632,2016-06-10 17:59:20,3 reasons why now is a great time to be a homebuyer https://t.co/Z6FmHDUFhy #hw
741327035386073088,2016-06-10 17:51:53,More Americans are moving downtown; And here's why it's a problem https://t.co/nMMGMSKMYQ #hw
741306985002340354,2016-06-10 16:32:12,Renters would rather buy a home in California https://t.co/Yf6ukywBMB #hw
741303531085254656,2016-06-10 16:18:29,Urban Institute researcher urges more caution with GSE risk transfers https://t.co/lmkNmdgUhX #hw
741299690931507200,2016-06-10 16:03:13,Monarch Mortgage ex-CEO arrested on charge of fraud https://t.co/yRyb0PhIi1 #hw
741286337689440257,2016-06-10 15:10:09,Here are the 3 hottest housing markets of 2016 https://t.co/xsVt1KbOrC #hw
741076328850460672,2016-06-10 01:15:39,2 keys to uncovering more home equity business https://t.co/meB5JUqqQ5 #hw
741072443775684609,2016-06-10 01:00:13,Rent payments can now be used to build credit https://t.co/yVZY1S1u4A #hw
741072429615718402,2016-06-10 01:00:10,"Loan officers, should you be making a six-figure salary? https://t.co/QTqBJ9jLqQ #hw"
741025612073050113,2016-06-09 21:54:08,Civil rights group wants CFPB to require foreign language mortgage documents https://t.co/BW9BComhr6 #hw
740999443638452225,2016-06-09 20:10:09,New American Funding expands to Oregon https://t.co/ew1alSvnAl #hw
740997706886189056,2016-06-09 20:03:15,Freddie Mac: Baby Boomers pushing Millennials out of housing market https://t.co/FLf8tvCSL0 #hw
740969994566012928,2016-06-09 18:13:07,"Trulia: Rents go down, still too high https://t.co/vsXowYHfiV #hw"
740959183751647233,2016-06-09 17:30:10,Walter Investment CEO resigns after 8 months https://t.co/BIFWcFFZZR #hw
740953905874407424,2016-06-09 17:09:12,Realtor sues Ellen DeGeneres for denigrating her good name https://t.co/I5wHLLPdV5 #hw
740939165148139520,2016-06-09 16:10:37,RealtyTrac: Down payment assistance saving homebuyers thousands https://t.co/Khr57GnXIw #hw
740936021865463808,2016-06-09 15:58:08,Trailblazer: Caliber Home Loans markets first non-prime mortgage bond https://t.co/d6yDsZYQVy #hw
740926371187167233,2016-06-09 15:19:47,"CoreLogic: 268,000 homeowners no longer underwater https://t.co/6tzl30jpMO #hw"
740909081792122881,2016-06-09 14:11:05,"Freddie Mac: 30-year mortgage reverses course, drops https://t.co/oWwTBMOs1Q #hw"
740670148793634817,2016-06-08 22:21:39,Zillow: We just dramatically improved Zestimate accuracy https://t.co/Udvj03tjNc #hw
740670132788174848,2016-06-08 22:21:35,It's still only the beginning of real estate sales in the digital age https://t.co/0FG9QUXchd #hw
740667803993137153,2016-06-08 22:12:20,Ginnie Mae president: This is why independent banks need more access to credit https://t.co/fFfdRKsBUh #hw
740662488547524608,2016-06-08 21:51:12,National Association of Realtors pushes CFPB for TRID changes https://t.co/fsOMF8WiuA #hw
740649648264613888,2016-06-08 21:00:11,"Mortgage bankers, Realtors, home builders to FHFA: Let Congress handle GSE reform https://t.co/zVLKdPOAPU #hw"
740604101063409664,2016-06-08 17:59:12,BB&amp;T promotes new president of South Florida region https://t.co/aM5Mul6tcn #hw
740604091059953664,2016-06-08 17:59:09,Fannie Mae: Americans suddenly feel great about selling their home https://t.co/muc7ujV56J #hw
740597657605836801,2016-06-08 17:33:35,Experts: Fed won't raise interest rates because job openings only barely increased https://t.co/tpZqbt8eP1 #hw
740596282507415552,2016-06-08 17:28:08,Here's why you should start investing in single-family rentals https://t.co/5k0kYOLZE5 #hw
740562447296126976,2016-06-08 15:13:41,Bank launches new Lite Doc mortgage program https://t.co/gYtHcNNxqM #hw
740559597493182466,2016-06-08 15:02:21,Are you prepared to sell real estate in this digital age? Learn how to optimize sales with this FREE webinar! https://t.co/WZPzRgYZ5P
740501657184669696,2016-06-08 11:12:07,MBA: Mortgage applications finally post an increase https://t.co/bnclNf1toH #hw
740309163792687104,2016-06-07 22:27:13,"Hillary Clinton, Elizabeth Warren both blast Republican Dodd-Frank repeal plan https://t.co/CVspIhR78m #hw"
740304224605478914,2016-06-07 22:07:35,HUD watchdog warns of scammers offering phony housing grants https://t.co/qpFVlPXa45 #hw
740285097220276224,2016-06-07 20:51:35,Should you rent or buy a home? 6 questions Millennials need to ask themselves https://t.co/WqiXoegteb #hw
740285092547854336,2016-06-07 20:51:34,Redfin: More homebuyers say Presidential election negatively impacts housing market https://t.co/PZ7hSlLxVC #hw
740279740863414273,2016-06-07 20:30:18,Here’s where mortgage companies should invest in tech to reach Millennials https://t.co/FoCdlEepZm #hw
740245495017144320,2016-06-07 18:14:13,Inside the foundation-shattering Republican plan to abolish Dodd-Frank https://t.co/mZTxrQoFv5 #hw
740242126680641537,2016-06-07 18:00:50,Appraisal volume dropped around Memorial Day Weekend https://t.co/Itt4Iz3RCG #hw
740216793034170368,2016-06-07 16:20:10,Mortgage banker profit starts to recover post-TRID https://t.co/zwtkPl3aLc #hw
740215666230321152,2016-06-07 16:15:42,Are you prepared to sell real estate in this digital age? Learn how to optimize sales with this FREE webinar! https://t.co/WZPzRgYZ5P
740213006223577089,2016-06-07 16:05:07,LERETA acquires APG to expand title services https://t.co/r8o9IFXr0e #hw
740199029460455426,2016-06-07 15:09:35,CoreLogic: Home price appreciation to finally slow down? https://t.co/h5PzVwQglU #hw
740190218964213760,2016-06-07 14:34:34,GOP to reveal plan to replace Dodd-Frank https://t.co/LsQeIMkE07 #hw
739973975506354176,2016-06-07 00:15:18,Are you prepared to sell real estate in this digital age? Learn how to optimize sales with this FREE webinar! https://t.co/WZPzRgYZ5P
739955149876035584,2016-06-06 23:00:30,RT @BenLaneHW: It's over. Zillow to pay $130M to settle lawsuit with Move over alleged trade secret theft. $ZG $Z $NWS https://t.co/NLKwHcV…
739939963840520192,2016-06-06 22:00:09,Here are the changes coming to MISMO membership structure https://t.co/NbrVyLkmL2 #hw
739935430301220864,2016-06-06 21:42:08,Zillow to pay $130M to settle lawsuit with Move over alleged trade secret theft https://t.co/CACy0nADY9 #hw
739932798597746689,2016-06-06 21:31:41,Credit union lending up despite consolidation https://t.co/Tz6D2b8a40 #hw
739932791467474944,2016-06-06 21:31:39,"Guild Mortgage continues expansion, acquires AmeriPro Home Loans https://t.co/qdoQboLHGo #hw"
739918567559311361,2016-06-06 20:35:08,We're busy getting ready for Wednesday's FREE webinar on technology in real estate! https://t.co/38TUIwDBrA https://t.co/txPuFiQyuI
739891895548010496,2016-06-06 18:49:09,Yellen: Rate hike coming when inflation goes up https://t.co/GqYItvmZ5C #hw
739888747391549442,2016-06-06 18:36:38,The CFPB needs to fix this title insurance issue with TRID https://t.co/62BzytQ8Yz #hw
739877321205633024,2016-06-06 17:51:14,Fannie Mae to make mountain of data available on modified loans https://t.co/6HXkFywsta #hw
739877307548999680,2016-06-06 17:51:11,Commercial real estate prices hit historical peak https://t.co/sSAL9LIOQg #hw
739866746689970176,2016-06-06 17:09:13,WaPo: Stop trying to resurrect Fannie and Freddie https://t.co/ncDw2yGQnY #hw
739850016408363009,2016-06-06 16:02:44,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/0ufLCn0Rjy
739834278721114112,2016-06-06 15:00:12,Obama Administration selects final Promise Zone communities https://t.co/qN8nMBG1E9 #hw
739669945802317825,2016-06-06 04:07:12,Black Knight: Cash sales maintain stronghold on cheaper homes https://t.co/afeobu1yy8 #hw
739669392028401664,2016-06-06 04:05:00,Monday Morning Cup of Coffee: Trump U paid AGs? NY Fed Bank heist warning? https://t.co/xOpd6R1FrL #hw
739611579071746048,2016-06-06 00:15:16,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/0JVRtH7Zjd
739520998542823426,2016-06-05 18:15:20,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/u8V3MY9ngl
739245555294031872,2016-06-05 00:00:49,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/saKyLQ1PCH
739124980206710784,2016-06-04 16:01:42,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/63xMWuU2Ns
738923258725076992,2016-06-04 02:40:08,"Zillow settles sexual harassment lawsuit, among others https://t.co/CGwB1Uj4t5 #hw"
738890642345103360,2016-06-04 00:30:31,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/ZKjMc6O9PF
738864748935028736,2016-06-03 22:47:38,Are Richard Cordray's days as CFPB director numbered? https://t.co/EOOKw7QZdL #hw
738851987874140161,2016-06-03 21:56:55,NeighborWorks America awards $40 million to help prevent foreclosures https://t.co/KxW6mB0qd0 #hw
738839452047552512,2016-06-03 21:07:06,Five critical housing questions our next President needs to answer https://t.co/6TfkEbeLjE #hw
738835187950194688,2016-06-03 20:50:10,NYDFS reportedly probing dozens of online lenders https://t.co/2Kkch5Br14 #hw
738814219387162624,2016-06-03 19:26:51,Bank of America caught in uproar after former employee posts racist rant https://t.co/pgNer6XSQo #hw
738807880984432640,2016-06-03 19:01:39,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/fP68jxv6Du
738794195419201536,2016-06-03 18:07:16,"Congressional Democrats join push to recapitalize Fannie Mae, Freddie Mac https://t.co/YELKhCKL08 #hw"
738794187210952704,2016-06-03 18:07:15,Ocwen stock soars on layoff report https://t.co/W72Ec3mO1a #hw
738781352355495936,2016-06-03 17:16:14,ARMA Acquisition announced formation of A360 Real Estate Solutions https://t.co/Jm0GfqtrSM #hw
738778588145672192,2016-06-03 17:05:15,Are you prepared to sell real estate in this digital age? Learn more with this FREE webinar! https://t.co/WZPzRgYZ5P https://t.co/igp4HM2uHc
738770009363611649,2016-06-03 16:31:10,Goldman Sachs: Jobs number is an outlier https://t.co/lkYwk5x5eF #hw
738741077264371712,2016-06-03 14:36:12,Jobs report shockingly lower than economists suspected https://t.co/i758r0HcOh #hw
738503894892838912,2016-06-02 22:53:43,"Mortgage brokerage CEO jailed for stealing homes, renting them back to struggling homeowners https://t.co/eYbs0OzEWO #hw"
738500727354462208,2016-06-02 22:41:08,Patch of Land names new CEO to lead company https://t.co/Q6On4H8FMY #hw
738499168411389952,2016-06-02 22:34:57,Here are the 10 hottest housing markets for Millennials looking to buy https://t.co/Zl7j2MTmRb #hw
738492677818179584,2016-06-02 22:09:09,Goldman Sachs subsidiary continues snapping up non-performing loans from GSEs https://t.co/pmpqhv0Exu #hw
738473314650198016,2016-06-02 20:52:13,AAG names Tom Selleck national spokesman https://t.co/Yh87EajkBE #hw
738462752000221187,2016-06-02 20:10:14,Ocwen lays off 120 employees as cost-cutting continues https://t.co/Cj6lNIJklh #hw
738440977635893249,2016-06-02 18:43:43,Minorities lose out as banks favor Jumbo mortgages https://t.co/EUwOy2QTVE #hw
738416940650266626,2016-06-02 17:08:12,MBA: Mortgage credit still getting tighter https://t.co/bSpWn11wvM #hw
738416930986590209,2016-06-02 17:08:10,Trump University and the golden standard of real estate sales https://t.co/TbMZOqwQK9 #hw
738403617896574978,2016-06-02 16:15:16,Are you prepared to sell real estate in this digital age? Learn how to optimize sales with this FREE webinar! https://t.co/WZPzRgYZ5P
738399319309488130,2016-06-02 15:58:11,FDIC wins $190M settlement for toxic Countrywide mortgage bonds https://t.co/eMzw5OrNIo #hw
738385796537819136,2016-06-02 15:04:27,May ADP labor market report missing vital information https://t.co/sJWLSdkXOe #hw
738371619085656065,2016-06-02 14:08:06,Freddie Mac: 30-year mortgage rate keeps rising higher https://t.co/iUUR8LBA8m #hw
738219871897419778,2016-06-02 04:05:07,RealtyTrac: Home flipping reaches 2-year high https://t.co/V34P6TJUrQ #hw
738135347540824066,2016-06-01 22:29:15,Quicken Loans moves to downtown Cleveland in style https://t.co/22clKJ8aG9 #hw
738135343258439681,2016-06-01 22:29:14,Single women now make up second largest homebuyer group https://t.co/A61UOgEMV3 #hw
738132190739865601,2016-06-01 22:16:42,North Carolina attorney pleads guilty for $18m mortgage fraud scheme https://t.co/tiYt3bNwKH #hw
738117710496702466,2016-06-01 21:19:10,Zillow banned from National Association of Realtors' 2016 events https://t.co/NpyJLiIMp8 #hw
738100074232709125,2016-06-01 20:09:05,Make way for the 2016 class of Rising Stars https://t.co/GeLNvfibtH #hw
738083218021220352,2016-06-01 19:02:06,Do you think CFPB TRID changes will heal mortgage market pain? https://t.co/yN0vX4AUk2 #hw
738080462917115904,2016-06-01 18:51:09,Starkey Mortgage announces changes to executive team https://t.co/Eq2SQ7LFwu #hw
738076954667024384,2016-06-01 18:37:13,Is the FHA about to cut mortgage insurance premiums again? https://t.co/ejbLU0be7i #hw
738042394529038336,2016-06-01 16:19:53,LenderLive undergoes internal reorganization https://t.co/8xxV0dp97B #hw
738030330951540736,2016-06-01 15:31:57,Ten-X: Home affordability issues offset by strong housing fundamentals https://t.co/7IdzQ9njOQ #hw
737964571806171141,2016-06-01 11:10:39,MBA: Mortgage applications keep dropping despite low-interest rates https://t.co/UDkRCeqX6K #hw
737772497634877440,2016-05-31 22:27:25,US Bank to use HLP for foreclosure prevention efforts https://t.co/5mU3uOn7OW #hw
737772452034445314,2016-05-31 22:27:14,Bank of America well ahead on national mortgage settlement deadline https://t.co/N82U8tDOMS #hw
737763163165204481,2016-05-31 21:50:19,"SEC fines First Mortgage $12.7M, bans 6 execs for defrauding Ginnie Mae investors https://t.co/Lql4sCrzgF #hw"
737763151660257281,2016-05-31 21:50:16,United Wholesale Mortgage hires new chief technology officer https://t.co/zl2p3Md6jK #hw
737763125542326272,2016-05-31 21:50:10,"Default servicing law firms McCalla Raymer, Pierce and Associates announce merger https://t.co/44CTC2qBlp #hw"
737725876163383296,2016-05-31 19:22:09,Guardian Mortgage Company opens new location in Austin https://t.co/6ckGn9Xxy2 #hw
737708747250761729,2016-05-31 18:14:05,Republicans set to unveil plan to replace Dodd-Frank https://t.co/e7L0NZZXcl #hw
737707139209125888,2016-05-31 18:07:42,Consumer confidence declined in May? https://t.co/axImJECHve #hw
737700706648395776,2016-05-31 17:42:08,Wells Fargo's Pavaso approval brings digital mortgages a step forward https://t.co/YNxxnJH3Fr #hw
737682110543106048,2016-05-31 16:28:15,Case-Shiller: Home prices rising twice as fast as inflation https://t.co/qzqnWrX8Zx #hw
737496109333893121,2016-05-31 04:09:09,Here's a breakdown of home prices in the 4 largest states https://t.co/7mvXwBkTsq #hw
736318363350093825,2016-05-27 22:09:12,"Kathleen Zadareky, FHA's head of single-family housing, leaving for SunTrust https://t.co/JEnz7X1pkx #hw"
736315461051109377,2016-05-27 21:57:40,Freddie Mac readies sale of $783 million in non-performing loans https://t.co/DGz5ybM2m8 #hw
736313935897329664,2016-05-27 21:51:37,Bank of America to consolidate North Texas mortgage operations https://t.co/gEENNhj54m #hw
736313831278809088,2016-05-27 21:51:12,Urban Institute: Selling NPLs to investors works. Here's how to make it better https://t.co/3Cdi8MqSfo #hw
736264052591104000,2016-05-27 18:33:23,'Face of the housing crisis' exonerated by Appeals Court Countrywide Hustle ruling https://t.co/esUdy3bQCU #hw
736264021125402624,2016-05-27 18:33:16,Competition about to be the next top homebuyer concern? https://t.co/ljsYTTSbLz #hw
736264005514235904,2016-05-27 18:33:12,Congrats! Move here after you graduate college https://t.co/eKB6QqdCIS #hw
736196192040714240,2016-05-27 14:03:44,First quarter GDP revised higher to 0.8% https://t.co/uvbzSDe4ID #hw
735965507870810112,2016-05-26 22:47:05,Goldman Sachs subsidiary just bought more non-performing loans from Fannie Mae https://t.co/8GW90JplOW #hw
735957481516474369,2016-05-26 22:15:11,"HSBC plans $420M suit against Merrill Lynch, Bank of America for toxic Countrywide loans https://t.co/6jY3HxDjQT #hw"
735947658221621250,2016-05-26 21:36:09,[Factsheets] It's officially impossible to rent at minimum wage in most of the country https://t.co/G74EpgeTd7 #hw
735938101508341760,2016-05-26 20:58:11,CFPB fines former Wells Fargo employee for illegal mortgage fee-shifting https://t.co/LOs2XJYph4 #hw
735920493627244544,2016-05-26 19:48:13,Pro Teck: why CBSAs don't always give an accurate picture https://t.co/5TSS4wj03T #hw
735907132101382144,2016-05-26 18:55:07,Chase quietly launches its own 3% down mortgage lending program https://t.co/fARUKh87m9 #hw
735885008502587394,2016-05-26 17:27:12,"Freddie Mac: 30-year mortgage rate ticks up, still lowest month in 3 years https://t.co/soFcqFBs4n #hw"
735882008514035716,2016-05-26 17:15:17,Wells Fargo now offers 3% down payment mortgages https://t.co/fT7Ds574oT #hw
735683420492156932,2016-05-26 04:06:10,Chase almost done with RMBS settlement's consumer relief requirement https://t.co/0WsJ7qnZYo #hw
735683416536940544,2016-05-26 04:06:09,RealtyTrac: Women lose out on homeowner profitability https://t.co/y5d9IeAfTF #hw
735683412179062784,2016-05-26 04:06:08,TransUnion: Consumers show surprising behavior before obtaining mortgages https://t.co/c8kTEzzaMB #hw
735604640847273985,2016-05-25 22:53:07,AAG brings jumbo reverse mortgage program to California https://t.co/GrV5A4IRMn #hw
735599370381320193,2016-05-25 22:32:11,"FHFA: Home prices increase again, rise 1.3% https://t.co/ZLkSs1cHPp #hw"
735599362227605504,2016-05-25 22:32:09,Caliber Home Loans acquires First Priority Financial https://t.co/O3l30c9lvP #hw
735597846586478592,2016-05-25 22:26:08,New York to provide $100 million in zero-interest loans to prevent foreclosures https://t.co/8fVf9W6qR4 #hw
735549543719178240,2016-05-25 19:14:11,Here are the top 5 reasons some homeowners are still underwater [Infographic] https://t.co/dX9FgdJdfj #hw
735517574083969024,2016-05-25 17:07:09,Fed quants: How tight lending conditions affect economic slow-down https://t.co/3qKL2mDTzr #hw
735512292679241728,2016-05-25 16:46:10,Northeast property tax highest in the nation https://t.co/EiuTHTqrOw #hw
735512283959328770,2016-05-25 16:46:08,OCC terminates Wells Fargo's mortgage servicing restrictions https://t.co/uwhZV9o8IP #hw
735448867131428865,2016-05-25 12:34:08,Ocwen cleared of wrongdoing in multi-billion dollar mortgage bond fight https://t.co/FpvncMGmgr #hw
735427506958782464,2016-05-25 11:09:15,MBA: Mortgage applications post another tepid week https://t.co/6Vy7g1KS6M #hw
735282776459476993,2016-05-25 01:34:09,CFPB: Mortgage complaints down to third place https://t.co/g8qEkCwKcO #hw
735221369319739394,2016-05-24 21:30:08,Wells Fargo to investors: This is how digital lending makes us profitable https://t.co/FstaXRY5tb #hw
735219563990679552,2016-05-24 21:22:58,AssetAvenue offers new loan for rental investors https://t.co/uh0rwyTs0H #hw
735217835371175936,2016-05-24 21:16:06,iStar hires new COO/CFO to lead new strategy https://t.co/610I6JSOtT #hw
735217831709540352,2016-05-24 21:16:05,Hillary Clinton ad uses housing crisis to smear Donald Trump https://t.co/9wDBB7gMYD #hw
735191422266015744,2016-05-24 19:31:08,HUD regulations spur promotions at Superior Homes Services https://t.co/AInKeu37iA #hw
735182856499011589,2016-05-24 18:57:06,Black Knight: Foreclosure starts hit 10-year low https://t.co/hH1jvAQ3Eh #hw
735178364823052289,2016-05-24 18:39:15,Here's proof your cybersecurity efforts might totally fail https://t.co/HDiX4zu9In #hw
735165741410852864,2016-05-24 17:49:06,Federal Reserve: Mortgage debt rises to 4-year high https://t.co/cBRm5ELzHB #hw
735164002523697152,2016-05-24 17:42:11,Appraisal volume continues to trudge along this spring https://t.co/Y0Xxzcrtg4 #hw
735116812677873665,2016-05-24 14:34:40,"New home sales reverse course, rise in April https://t.co/PLDXIuRYT5 #hw"
734877854454841347,2016-05-23 22:45:08,4 tips for real estate agents to crush it on Snapchat https://t.co/FejgaSmdnQ #hw
734876129656377345,2016-05-23 22:38:17,House passes sweeping change to loan originator licensing rules https://t.co/fvqYFgJ7XH #hw
734876122022707200,2016-05-23 22:38:15,NAFCU urges legislative action on cyber security https://t.co/jpC0JG743r #hw
734876101516754944,2016-05-23 22:38:10,First time homebuyer share grows despite tough market conditions https://t.co/X1meYtduM3 #hw
734841440044355584,2016-05-23 20:20:26,"Brookings Institution: For the most part, solar energy is worth it https://t.co/MlPIFLTOow #hw"
734840115789336577,2016-05-23 20:15:10,Texas Supreme Court hands victory to Ocwen in fight over lien release https://t.co/CFbOXRdx00 #hw
734840102447259648,2016-05-23 20:15:07,Florida housing market improves in April https://t.co/bbC1JyL7iu #hw
734817932669132800,2016-05-23 18:47:02,Deutsche Bank reportedly under SEC investigation for mortgage bond trading https://t.co/H5cf9pdtpR #hw
734780723354304512,2016-05-23 16:19:10,Appeals Court overturns Bank of America's $1.27 billion fine in 'Hustle' case https://t.co/VP0WZkX5ry #hw
734596009603571714,2016-05-23 04:05:11,Monday Morning Cup of Coffee: Did Wells Fargo pay off new mayor’s mortgage? https://t.co/FIxGKo8XuZ #hw
734520502421594112,2016-05-22 23:05:09,Former HUD secretaries: America's elderly desperately need more affordable housing https://t.co/s8nITYI8Ux #hw
